,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
658,0,0,0,0,0,2,2,3,0,3,2,0,0,0,0,0,15,0
659,1,0,1,1,4,0,1,1,1,2,4,0,1,0,1,1,17,1
660,0,0,0,0,1,1,1,3,2,2,0,0,1,0,0,0,16,0
662,0,0,0,1,0,0,0,2,0,3,4,0,0,0,1,1,16,0
663,0,0,0,0,0,3,1,3,2,2,1,0,1,0,1,1,16,0
667,0,1,1,0,0,1,0,3,0,2,2,0,0,1,0,0,16,1
668,0,1,0,0,1,0,1,3,1,1,4,0,1,0,1,0,17,1
669,0,0,0,0,2,2,2,3,3,4,2,0,1,0,0,0,17,0
670,0,0,0,1,1,2,3,2,1,1,2,1,1,0,0,0,17,0
671,0,0,0,1,0,0,1,3,0,3,4,0,0,0,1,0,15,0
672,0,0,1,1,2,2,2,2,0,4,3,0,0,0,1,0,15,1
673,0,0,0,0,0,1,2,2,1,1,1,0,1,0,1,1,15,0
674,0,0,0,0,0,0,2,1,0,2,4,0,0,0,0,0,15,0
675,0,1,1,0,1,0,2,3,0,3,1,0,0,0,0,0,15,1
676,1,1,0,0,2,1,2,3,4,4,3,0,1,0,1,0,17,1
677,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,15,0
678,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,15,0
679,0,0,0,0,0,2,1,2,0,2,0,0,0,0,1,0,15,0
681,0,0,0,1,0,0,0,3,1,3,3,0,1,0,1,1,15,0
683,0,1,1,0,1,4,2,3,1,1,1,0,1,0,1,1,16,1
685,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,17,0
686,1,1,0,0,0,1,0,3,0,3,3,0,0,0,1,0,16,1
688,0,0,0,0,0,2,0,2,1,0,0,0,1,0,1,1,15,0
691,0,0,0,0,1,0,1,2,0,3,4,0,0,0,0,0,16,0
693,0,0,1,0,0,0,1,3,2,3,1,0,1,0,0,0,17,1
696,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,16,0
697,0,1,1,1,0,0,3,1,0,1,1,1,0,0,1,0,17,1
698,0,0,1,1,0,0,1,3,1,1,0,0,1,0,1,0,15,1
699,1,1,1,0,1,2,2,3,1,1,1,0,1,0,0,0,17,1
700,0,0,0,1,0,0,4,2,0,3,0,1,0,0,0,0,15,0
702,0,0,0,0,2,2,0,3,0,3,2,0,0,0,1,0,17,0
703,1,1,0,0,0,2,4,3,2,1,0,1,1,0,0,0,17,1
704,0,0,0,1,0,1,4,3,0,2,4,1,0,0,1,0,16,0
706,0,0,0,0,0,0,1,3,3,3,2,0,1,0,0,0,16,0
712,0,1,1,1,0,1,3,3,1,4,0,1,1,0,1,0,17,1
713,0,0,0,1,0,0,3,3,0,3,0,1,0,0,0,0,17,0
715,0,0,0,0,0,0,2,3,3,2,0,0,1,0,1,0,17,0
716,0,1,0,0,1,2,0,1,1,1,1,0,1,0,0,0,17,1
717,1,0,1,1,0,2,2,3,0,4,1,0,0,0,1,1,16,1
718,0,0,0,1,1,0,2,2,0,3,3,0,0,0,0,0,16,0
719,0,0,1,1,0,0,4,3,4,2,0,1,1,0,0,0,17,1
721,0,0,0,0,0,0,4,2,0,4,0,1,0,0,1,0,17,0
722,0,0,0,0,2,0,4,0,0,2,0,1,0,0,0,0,16,0
725,0,0,0,0,0,1,0,3,0,3,0,0,0,0,1,0,17,0
727,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,17,1
728,0,0,1,1,0,0,2,3,0,3,4,0,0,0,0,0,17,1
732,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,17,0
733,0,1,0,1,0,1,2,3,0,3,3,0,0,0,0,0,16,1
744,1,0,0,0,0,0,0,3,0,2,4,0,0,0,1,0,14,1
747,1,1,1,0,3,2,0,3,2,2,2,0,1,0,1,0,13,1
749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,0
752,0,0,0,1,0,0,2,3,1,3,0,0,1,0,0,0,13,0
755,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,16,1
756,0,0,0,1,0,0,2,3,0,4,1,0,0,0,0,0,13,0
757,0,0,0,1,0,0,0,1,1,1,4,0,1,0,1,0,13,0
759,0,1,0,0,0,1,2,2,0,1,0,0,0,0,1,0,13,1
764,0,0,1,1,1,0,2,3,1,3,2,0,1,0,0,0,14,1
766,0,1,0,1,1,0,1,3,0,1,1,0,0,0,0,0,13,1
772,0,0,0,1,0,0,0,3,0,2,4,0,0,0,1,0,13,0
773,1,1,1,0,6,3,2,3,1,2,0,0,1,1,0,0,16,1
774,0,0,1,1,1,1,3,3,1,3,3,1,1,0,1,0,15,1
776,0,0,0,1,0,0,1,3,0,3,2,0,0,0,0,0,17,0
778,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,16,0
780,1,1,0,1,0,0,1,3,1,3,3,0,1,0,1,0,15,1
781,0,0,0,0,0,0,2,3,3,3,3,0,1,0,1,1,14,0
784,0,0,1,1,0,0,1,3,0,3,1,0,0,0,1,0,14,1
785,0,0,1,1,0,0,1,3,0,3,2,0,0,0,1,0,15,1
786,0,0,1,0,0,0,2,2,3,3,3,0,1,0,0,0,15,1
788,0,1,1,0,7,7,4,3,1,0,1,1,1,0,0,0,16,1
789,0,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0,15,0
791,0,0,0,1,0,1,1,3,0,3,4,0,0,0,0,0,14,0
792,0,0,0,1,0,0,2,3,0,0,4,0,0,0,0,0,14,0
794,0,0,0,0,0,1,0,3,2,2,1,0,1,0,1,0,14,0
795,0,1,1,0,0,2,2,3,1,1,1,0,1,0,0,0,15,1
798,0,1,1,1,1,1,0,2,0,2,2,0,0,0,0,0,14,1
804,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,14,0
807,0,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,14,0
810,0,1,1,1,1,1,4,2,0,3,0,1,0,0,1,1,15,1
811,1,1,1,0,6,5,4,0,0,0,0,1,0,0,1,0,15,1
812,0,1,1,0,1,0,2,2,2,1,3,0,1,0,0,0,16,1
813,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,16,0
814,0,1,1,0,2,2,3,3,0,1,3,1,0,0,1,0,15,1
815,0,1,1,1,1,1,3,3,0,3,1,1,0,0,1,0,16,1
816,0,0,0,0,0,2,2,3,2,4,3,0,1,1,0,0,17,0
817,1,1,0,1,2,0,3,3,0,1,0,1,0,0,0,0,15,1
818,0,0,0,1,0,0,1,3,0,3,3,0,0,0,1,0,16,0
819,0,0,0,1,0,0,1,3,2,2,3,0,1,0,0,0,15,0
821,0,0,0,0,1,1,1,3,2,2,1,0,1,0,0,0,16,0
822,0,0,0,1,7,7,1,3,0,4,0,0,0,0,1,0,16,0
824,1,0,0,1,0,0,1,3,0,2,4,0,0,0,1,1,15,1
825,1,1,1,1,0,0,3,3,0,1,2,1,0,0,0,0,16,1
826,0,1,1,0,0,0,3,3,0,1,1,1,0,0,1,1,16,1
827,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,17,0
828,1,1,1,0,5,5,4,1,0,0,0,1,0,0,0,0,15,1
829,0,0,0,1,0,0,4,3,1,3,2,1,1,0,0,0,15,0
830,1,1,1,1,0,0,1,3,1,0,4,0,1,0,0,0,15,1
831,0,0,0,0,0,0,1,3,0,3,4,0,0,0,0,0,16,0
833,1,0,1,1,0,0,2,3,0,2,2,0,0,0,1,0,16,1
835,1,1,0,1,2,2,3,3,0,2,0,1,0,0,0,0,17,1
836,1,1,1,1,1,0,2,3,3,3,0,0,1,0,0,0,17,1
837,0,0,0,0,2,1,3,2,0,1,4,1,0,0,0,0,17,0
839,0,0,0,1,0,0,2,2,2,4,0,0,1,0,0,0,17,0
841,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,16,0
842,1,1,0,0,1,1,1,3,0,2,1,0,0,1,0,0,17,1
843,1,0,0,1,0,0,2,2,1,1,4,0,1,0,0,0,16,1
844,0,0,0,1,0,0,2,2,0,2,1,0,0,0,1,0,16,0
845,0,0,1,0,1,1,0,2,0,2,3,0,0,0,0,0,16,1
847,0,1,1,1,7,0,4,3,2,4,0,1,1,0,0,0,13,1
848,0,0,0,1,0,0,1,3,0,3,4,0,0,1,0,0,13,0
853,0,0,0,0,1,1,0,3,2,0,0,0,1,0,0,0,13,0
854,0,0,0,0,0,0,0,3,1,1,2,0,1,0,1,0,13,0
860,1,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,13,1
862,1,0,0,1,0,0,3,3,3,0,2,1,1,0,0,0,15,1
865,0,0,0,0,0,0,0,3,2,2,2,0,1,0,1,1,16,0
869,0,0,0,1,0,0,4,3,0,3,1,1,0,0,0,0,13,0
870,0,0,0,1,0,2,1,3,0,0,4,0,0,0,0,0,14,0
871,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,16,0
872,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,14,0
874,0,1,1,1,0,1,3,3,0,1,1,1,0,0,0,0,13,1
875,0,1,1,1,0,1,3,3,0,1,0,1,0,1,0,0,13,1
876,0,0,0,1,0,0,1,3,0,3,3,0,0,0,1,0,13,0
877,1,1,0,1,2,0,4,1,0,0,0,1,0,0,0,0,16,1
878,1,0,0,0,0,2,2,3,0,3,1,0,0,0,1,0,13,1
879,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,17,0
880,1,1,1,1,0,0,4,0,0,1,0,1,0,0,1,0,14,1
882,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,1,14,0
884,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,16,0
885,0,0,0,0,2,0,2,3,0,2,0,0,0,0,0,0,15,0
886,0,0,1,0,1,0,0,3,0,2,0,0,0,0,1,0,14,1
887,0,0,0,1,0,0,0,3,0,3,3,0,0,0,1,1,14,0
888,0,0,0,1,2,0,4,3,4,1,0,1,1,0,1,0,15,0
890,1,1,1,1,0,0,3,1,0,0,2,1,0,0,0,0,14,1
891,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,14,0
892,1,1,1,1,1,1,4,0,2,1,0,1,1,0,0,0,14,1
893,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,15,0
894,0,0,0,1,0,0,1,3,1,3,0,0,1,0,1,0,15,0
897,1,1,0,1,0,1,2,3,0,4,2,0,0,0,0,0,15,1
900,0,0,0,1,0,0,2,3,0,0,4,0,0,0,1,0,15,0
902,0,0,1,0,0,0,1,3,1,4,3,0,1,0,0,0,16,1
903,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,15,0
904,0,0,0,1,2,1,3,3,1,2,2,1,1,1,0,0,15,0
905,1,1,1,1,0,2,4,3,1,2,1,1,1,0,1,0,14,1
906,0,0,1,0,0,0,0,3,1,2,0,0,1,0,0,0,14,1
907,0,0,0,0,0,0,0,3,4,3,4,0,1,1,0,0,15,0
908,0,0,0,1,0,2,2,2,2,2,2,0,1,0,0,0,14,0
909,0,0,0,0,5,0,0,3,0,2,4,0,0,0,0,0,16,0
910,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,16,0
911,1,0,0,0,3,0,1,3,0,2,2,0,0,0,1,1,14,1
912,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,14,0
915,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,17,0
916,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,0
918,0,0,1,1,1,0,0,0,0,2,3,0,0,0,0,0,15,1
920,0,0,0,1,0,0,1,3,1,1,3,0,1,0,1,0,15,0
921,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,16,0
922,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,14,0
923,1,0,0,1,0,0,2,2,2,2,2,0,1,0,0,0,13,1
924,1,0,0,1,0,0,3,2,0,1,0,1,0,0,0,0,14,1
925,1,0,0,1,1,0,3,1,0,0,3,1,0,0,1,0,13,1
928,0,0,0,0,0,0,1,3,0,1,3,0,0,0,1,0,15,0
931,0,0,0,0,0,0,1,3,1,2,1,0,1,0,0,0,14,0
932,0,0,0,1,0,0,0,2,0,4,4,0,0,0,1,1,14,0
933,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,13,0
934,1,1,1,0,0,2,3,3,1,2,2,1,1,0,0,0,14,1
935,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,13,0
937,1,1,1,1,1,3,2,3,0,1,4,0,0,0,0,0,13,1
938,0,0,0,1,0,0,3,3,0,1,1,1,0,0,0,0,13,0
939,0,0,0,0,0,0,0,3,0,4,3,0,0,0,1,0,13,0
940,0,1,0,0,0,1,0,3,1,3,1,0,1,0,0,0,13,1
941,1,1,0,0,0,0,1,3,0,3,1,0,0,0,0,0,13,1
943,0,0,0,1,0,0,4,3,0,2,4,1,0,0,0,0,14,0
944,1,1,0,0,0,0,2,3,2,1,2,0,1,0,0,0,17,1
946,0,1,0,0,0,0,0,3,2,2,1,0,1,0,1,1,13,1
947,0,0,0,0,0,2,0,3,0,2,2,0,0,0,0,0,13,0
950,0,0,0,1,0,1,0,3,1,4,3,0,1,0,1,0,14,0
951,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,13,0
953,0,0,0,0,0,0,0,3,0,2,3,0,0,0,1,0,13,0
954,1,1,0,0,0,2,0,3,0,2,3,0,0,0,1,0,12,1
955,0,0,0,1,0,2,2,1,0,0,2,0,0,0,1,0,14,0
956,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,13,0
957,0,0,0,1,0,0,2,3,1,1,1,0,1,0,1,0,14,0
958,0,0,0,1,0,0,2,3,1,2,0,0,1,0,0,0,15,0
959,0,1,0,1,0,6,2,3,2,2,0,0,1,0,0,0,14,1
961,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,13,0
963,0,0,0,0,0,0,1,3,2,3,3,0,1,0,1,0,14,0
971,0,0,0,1,0,6,3,3,1,3,3,1,1,0,1,0,16,0
972,0,1,1,1,0,1,3,3,2,2,0,1,1,0,0,0,14,1
973,0,0,0,1,0,0,3,1,1,1,1,1,1,0,1,0,14,0
974,1,0,0,1,0,0,0,2,0,1,3,0,0,0,1,1,14,1
975,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,14,0
976,0,0,0,1,0,0,0,3,0,2,4,0,0,0,1,0,15,0
978,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,15,0
979,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0,15,0
980,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,15,0
981,1,0,1,0,0,0,1,3,0,1,2,0,0,0,1,0,14,1
982,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,14,0
983,0,0,0,1,0,0,1,2,0,4,3,0,0,0,0,0,15,0
984,1,1,1,1,0,0,3,1,1,3,2,1,1,0,0,0,15,1
985,0,0,0,1,2,0,0,3,0,1,4,0,0,0,1,0,15,0
986,0,1,0,0,0,0,1,3,1,3,3,0,1,0,0,0,17,1
987,0,1,0,0,0,0,2,3,2,4,0,0,1,0,0,0,15,1
988,1,1,1,1,2,0,2,1,0,2,1,0,0,0,1,0,15,1
989,0,0,0,0,1,2,0,3,0,3,1,0,0,0,1,0,16,0
990,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,16,0
991,0,0,0,1,0,0,1,3,0,1,0,0,0,0,1,0,15,0
992,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,15,0
995,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,15,0
996,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,15,0
997,1,1,0,1,1,0,1,3,1,1,2,0,1,0,0,0,16,1
999,1,0,1,1,7,0,1,3,1,1,0,0,1,0,0,0,15,1
1000,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,16,0
1001,1,0,0,1,0,0,2,3,1,1,2,0,1,0,1,0,15,1
1002,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,0,17,0
1003,0,0,0,0,2,1,0,3,4,2,1,0,1,0,0,0,16,0
1004,0,0,0,0,0,1,2,3,0,2,3,0,0,0,1,0,16,0
1005,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,15,0
1006,1,0,0,1,0,0,4,0,0,2,2,1,0,0,0,0,15,1
1009,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0
1010,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,15,0
1012,0,0,0,1,1,1,2,3,1,1,1,0,1,0,0,0,17,0
1013,0,0,0,1,0,0,3,2,0,1,0,1,0,0,0,0,15,0
1014,0,1,1,1,0,0,2,3,1,3,1,0,1,0,0,0,15,1
1015,1,0,0,0,0,0,2,3,0,3,0,0,0,0,1,0,15,1
1016,0,1,1,1,0,0,2,3,0,3,3,0,0,0,1,0,15,1
1017,0,1,1,1,1,0,1,2,1,2,2,0,1,0,1,0,16,1
1018,0,0,0,1,0,0,1,3,1,1,1,0,1,0,0,0,15,0
1019,0,0,0,0,2,7,2,3,0,3,0,0,0,0,1,0,15,0
1020,0,0,0,1,0,0,1,3,0,4,4,0,0,0,0,0,16,0
1021,1,1,1,0,0,0,0,3,0,2,3,0,0,0,0,0,16,1
1023,0,0,0,1,0,0,3,0,0,4,2,1,0,0,0,0,16,0
1025,0,0,1,1,0,0,2,3,0,3,2,0,0,0,0,0,17,1
1026,0,0,0,1,0,0,3,2,0,2,3,1,0,0,0,0,17,0
1027,0,1,1,1,1,0,3,1,2,4,2,1,1,0,0,0,17,1
1028,0,0,1,1,0,0,2,0,1,2,1,0,1,0,0,0,17,1
1029,0,0,0,1,0,0,3,2,2,4,0,1,1,0,1,0,16,0
1030,0,1,0,0,0,1,2,1,2,3,0,0,1,0,0,0,16,1
1031,0,0,0,1,1,0,2,3,1,2,3,0,1,0,1,0,16,0
1032,0,0,0,0,0,0,2,3,0,4,3,0,0,0,0,0,17,0
1034,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,17,0
1036,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,16,0
1037,0,0,0,1,0,0,3,1,0,0,2,1,0,0,0,0,16,0
1038,0,1,1,0,1,2,3,1,0,1,1,1,0,0,0,0,16,1
1039,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,16,0
1040,0,1,0,1,0,0,2,3,0,1,0,0,0,0,1,0,16,1
1041,0,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,16,0
1042,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,17,0
1043,0,0,0,1,0,0,0,3,0,3,4,0,0,0,1,0,16,0
1044,0,0,0,0,0,0,3,1,1,2,0,1,1,0,0,0,17,0
1045,0,0,0,1,1,1,2,3,0,2,1,0,0,0,0,0,16,0
1046,0,0,1,1,1,1,2,3,0,2,0,0,0,0,0,0,17,1
1047,0,1,0,0,0,0,1,3,0,3,3,0,0,0,0,0,16,1
1048,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,17,0
1051,0,0,0,0,0,2,2,3,1,2,1,0,1,0,0,0,17,0
1052,0,0,0,0,0,1,2,3,0,3,2,0,0,0,1,0,17,0
1053,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,17,1
1054,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,0,14,0
1056,0,0,0,0,0,4,2,3,2,3,3,0,1,0,1,1,16,0
1060,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,13,0
1063,0,0,0,0,0,3,1,3,1,3,2,0,1,0,1,1,16,0
1078,0,0,1,1,1,0,2,1,1,2,2,0,1,0,0,0,17,1
1082,1,0,0,1,0,1,3,1,0,2,0,1,0,0,1,1,13,1
1085,0,1,0,0,2,2,1,3,0,1,4,0,0,0,0,0,16,1
1086,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0,13,0
1087,0,0,1,1,0,0,2,1,3,0,1,0,1,0,0,0,14,1
1089,0,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,15,1
1091,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,14,0
1093,1,0,0,1,0,0,4,1,1,0,0,1,1,0,1,0,14,1
1096,0,1,1,0,3,5,2,3,0,0,0,0,0,0,0,0,15,1
1103,1,0,0,1,0,0,3,3,1,2,3,1,1,0,0,0,14,1
1106,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0
1110,0,0,0,0,0,0,1,3,3,1,0,0,1,0,1,0,14,0
1111,0,0,0,1,0,0,0,1,4,4,4,0,1,0,1,0,15,0
1113,1,0,0,1,2,4,0,2,0,4,4,0,0,0,1,0,16,1
1116,1,0,0,0,0,1,4,0,0,2,1,1,0,0,1,0,15,1
1120,0,1,1,1,0,0,2,3,3,2,1,0,1,0,0,0,16,1
1121,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,17,0
1125,0,1,0,0,0,1,2,3,1,1,3,0,1,0,1,0,16,1
1131,1,1,0,1,0,0,4,3,0,4,1,1,0,0,0,0,17,1
1132,1,0,0,1,0,0,4,2,1,0,0,1,1,0,0,0,16,1
1138,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,16,1
1139,0,1,0,1,0,0,4,2,2,4,1,1,1,0,1,0,16,1
1141,0,0,0,1,0,0,2,3,0,4,2,0,0,0,0,0,16,0
1142,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,0,17,0
1143,0,1,0,1,0,0,0,3,1,3,4,0,1,0,0,0,16,1
1147,0,0,0,1,0,0,2,3,0,3,1,0,0,0,0,0,17,0
1151,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,17,0
1153,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,16,0
1155,0,0,0,0,0,0,0,3,1,4,0,0,1,0,1,0,15,0
1156,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,15,0
1159,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,15,0
1160,0,1,0,0,0,0,1,3,0,2,3,0,0,0,0,0,16,1
1161,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,15,1
1162,1,1,0,1,0,0,1,1,0,2,1,0,0,0,1,0,15,1
1164,0,1,0,1,1,0,1,2,0,1,4,0,0,0,0,0,15,1
1165,0,0,0,1,0,0,1,2,0,2,3,0,0,1,0,0,15,0
1167,0,0,0,0,0,5,1,2,0,2,1,0,0,0,1,1,15,0
1168,0,0,0,1,0,0,3,1,0,2,2,1,0,0,0,0,15,0
1169,0,1,1,1,2,0,4,3,0,0,1,1,0,0,0,0,15,1
1170,0,1,0,0,0,0,3,2,0,3,2,1,0,0,0,0,15,1
1172,0,0,0,0,1,0,1,3,0,2,3,0,0,0,0,0,15,0
1173,0,0,0,1,0,0,2,0,1,4,3,0,1,0,1,1,15,0
1174,1,1,1,1,0,1,3,3,0,0,2,1,0,0,0,0,15,1
1183,0,0,0,0,0,0,1,3,4,4,2,0,1,0,0,0,17,0
1192,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,13,0
1193,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,13,0
1195,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,13,0
1199,1,1,1,1,7,2,4,3,1,2,1,1,1,0,1,0,13,1
1201,0,0,1,0,0,0,3,3,0,1,0,1,0,0,1,0,14,1
1203,0,0,1,1,0,0,1,3,0,2,4,0,0,0,0,0,13,1
1204,1,0,0,1,0,0,0,3,0,4,0,0,0,0,1,0,13,1
1205,1,0,1,1,0,0,1,3,0,3,1,0,0,0,0,0,13,1
1206,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,13,1
1210,0,0,0,1,0,0,0,3,0,2,2,0,0,0,0,0,14,0
1211,0,0,0,1,0,0,0,3,0,1,2,0,0,0,0,0,14,0
1212,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,13,0
1213,1,0,0,0,2,0,2,1,0,3,4,0,0,0,1,1,13,1
1214,0,0,0,1,0,0,3,3,1,4,0,1,1,0,0,0,13,0
1218,0,0,1,1,0,0,3,3,0,3,1,1,0,0,0,0,16,1
1219,1,0,1,1,0,0,1,3,0,4,4,0,0,0,0,0,17,1
1221,0,0,0,0,0,0,0,3,1,4,0,0,1,0,0,0,17,0
1226,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,15,0
1227,1,1,1,1,1,2,2,3,0,3,2,0,0,0,1,1,15,1
1228,0,0,1,1,0,0,1,1,0,2,0,0,0,0,1,1,15,1
1229,0,1,1,1,0,0,2,1,0,1,1,0,0,0,0,0,15,1
1230,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,16,0
1231,1,0,1,0,0,0,2,3,3,4,4,0,1,0,1,1,16,1
1232,0,0,0,1,0,0,2,3,0,3,4,0,0,0,1,0,17,0
1233,1,1,1,1,2,3,2,3,3,1,1,0,1,0,0,0,17,1
1234,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,18,0
1235,0,0,0,1,0,0,2,1,0,3,2,0,0,0,1,0,16,0
1236,0,0,1,1,0,0,1,3,2,1,0,0,1,0,0,0,17,1
1238,1,1,1,1,0,0,2,1,0,3,2,0,0,0,0,0,16,1
1240,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,17,0
1243,0,0,1,0,1,0,2,3,0,2,4,0,0,0,0,0,17,1
1247,0,0,0,0,0,1,2,3,0,1,2,0,0,0,0,0,16,0
1248,0,0,0,1,0,0,4,3,0,3,0,1,0,0,0,0,14,0
1249,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,16,0
1250,0,1,1,1,1,3,3,3,2,1,1,1,1,0,1,0,13,1
1251,0,0,0,0,0,1,1,3,0,3,4,0,0,0,0,0,17,0
1252,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,14,0
1255,0,0,1,0,1,1,2,3,0,2,3,0,0,0,0,0,14,1
1256,0,0,0,1,0,0,2,2,0,1,1,0,0,0,1,1,14,0
1258,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,14,0
1260,0,0,0,1,0,0,0,3,0,3,4,0,0,0,0,0,15,0
1261,0,0,0,0,0,0,1,3,0,1,4,0,0,0,1,0,15,0
1263,0,0,0,0,4,2,3,3,0,1,2,1,0,0,0,0,14,0
1264,1,1,1,1,0,0,3,3,1,0,0,1,1,0,0,0,15,1
1268,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,14,0
1269,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,15,0
1270,1,1,1,1,2,2,1,3,3,2,2,0,1,0,0,0,15,1
1271,0,0,0,0,0,0,0,3,1,3,2,0,1,0,1,0,16,0
1272,0,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,15,0
1273,0,1,0,0,1,1,2,3,1,3,3,0,1,0,1,0,15,1
1275,0,0,0,0,0,0,1,3,3,2,2,0,1,0,0,0,17,0
1276,0,0,0,0,0,3,0,3,0,2,3,0,0,0,0,0,15,0
1281,0,0,1,0,4,4,0,3,3,4,4,0,1,0,1,0,16,1
1282,0,0,1,1,0,1,4,3,0,4,0,1,0,0,1,0,16,1
1283,0,0,1,1,0,0,3,2,0,2,1,1,0,0,0,0,17,1
1286,0,0,0,0,0,0,1,3,0,0,4,0,0,0,1,0,16,0
1287,0,0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,17,0
